SSID,Signal,Latitude,Longitude
torrinhas-testes,15,40.63439,-8.659396667
torrinhas-testes,15,40.634395,-8.659433333
torrinhas-testes,15,40.634401667,-8.659468333
torrinhas-testes,15,40.634418333,-8.659488333
torrinhas-testes,15,40.634458333,-8.659496667
