SSID,Signal,Latitude,Longitude
SmartTrain,24,40.63439,-8.659396667
SmartTrain,24,40.634395,-8.659433333
SmartTrain,24,40.634401667,-8.659468333
SmartTrain,20,40.634416667,-8.659436667
SmartTrain,24,40.634418333,-8.659488333
SmartTrain,24,40.634458333,-8.659496667
SmartTrain,20,40.634485,-8.659445
