SSID,Signal,Latitude,Longitude
luisd,14,40.630776667,-8.658376667
luisd,14,40.630795,-8.658456667
luisd,14,40.630816667,-8.658288333
luisd,14,40.630861667,-8.65823
luisd,14,40.630905,-8.658175
luisd,14,40.630945,-8.658115
luisd,14,40.631066667,-8.658005
luisd,14,40.631106667,-8.657991667
luisd,14,40.631175,-8.658018333
luisd,14,40.631228333,-8.658076667
luisd,14,40.631271667,-8.65815
luisd,14,40.631321667,-8.658205
