SSID,Signal,Latitude,Longitude
eduroam,57,40.630875,-8.659436667
eduroam,57,40.630916667,-8.659545
eduroam,57,40.630918333,-8.659396667
eduroam,57,40.63093,-8.659315
eduroam,100,40.631063333,-8.659553333
